Index,Time,Initial_pH,Final_pH,NO_nM,NO2_nM,NO2-_uM,NO3-_uM,H+_uM,OH-_nM,OH_pM,ONOO-_nM,HONO_uM,HONO2_uM,O3_gas,NO2_gas,N2O4_gas,HONO_gas,HONO2_gas,H2O2_gas,N2O4_source,plasma_on,Aq_H_M,Aq_H2_M,Aq_O_M,Aq_O2_M,Aq_O3_M,Aq_N2_M,Aq_NO_M,Aq_NO2_M,Aq_NO3_M,Aq_N2O_M,Aq_N2O3_M,Aq_N2O4_M,Aq_N2O5_M,Aq_OH_M,Aq_HO2_M,Aq_HO3_M,Aq_H2O2_M,Aq_HONO_M,Aq_HONO2_M,Aq_ONOOH_M,Aq_O2NOOH_M,Aq_H+_M,Aq_OH-_M,Aq_O-_M,Aq_O2-_M,Aq_O3-_M,Aq_HO2-_M,Aq_NO2-_M,Aq_NO3-_M,Aq_ONOO-_M,Aq_O2NOO-_M
21,21.0,6.5,5.253996607748213,1.7803947117586525e-08,31.366880159147968,0.22492563650880615,5.030744713916758,5.571901010980585,1.7947196083259684,3.1713585193376614e-06,2.025121097007234e-05,0.0031480554975557907,1e-14,9357741934566070.0,574119767386358.2,90387890421.23985,2759234.4233722175,742974790354157.1,1871548386913.214,equilibrium,False,1e-20,1e-20,1e-20,0.000250224016231772,1.5315312115443623e-05,0.0005,1.7803947117586526e-17,3.136688015914797e-08,1e-20,1e-20,1e-20,5.6183260192111316e-11,1e-20,3.1713585193376615e-18,6.213492767088082e-14,4.284638163064033e-12,3.107961274188171e-09,3.1480554975557907e-09,1e-20,4.194938306209617e-13,2.7430811054924844e-12,5.571901010980585e-06,1.7947196083259685e-09,7.26379787116367e-15,1e-20,2.15157793635141e-12,2.3138943241268913e-15,2.2492563650880614e-07,5.030744713916758e-06,2.0251210970072342e-14,6.226358201924483e-13
22,22.0,6.5,5.250160688642095,1.8113028903804947e-08,31.373062634553197,0.22556596370324344,5.079536712136962,5.621332977968347,1.7789374938738012,3.331306244510872e-06,2.124547520368492e-05,0.0031850254707325196,1e-14,9494317745259992.0,581746384876844.5,92805269512.21245,2833028.773158087,749213258379569.9,1898863549051.9983,equilibrium,False,1e-20,1e-20,1e-20,0.0002502293882908276,1.5536731366097707e-05,0.0005,1.8113028903804947e-17,3.1373062634553196e-08,1e-20,1e-20,1e-20,5.620540238263514e-11,1e-20,3.3313062445108718e-18,6.0360476765843155e-15,4.103789124053729e-12,3.153320845251342e-09,3.1850254707325197e-09,1e-20,4.4700218383442516e-13,3.370324564279368e-12,5.621332977968347e-06,1.7789374938738012e-09,6.892373542214496e-15,1.9705364127504775e-14,2.0439423903922173e-12,2.3204575372739557e-15,2.2556596370324343e-07,5.079536712136962e-06,2.124547520368492e-14,7.577032390619709e-13
23,23.0,6.5,5.246162769563376,1.7688258248589293e-08,31.3937608480331,0.22715397190700626,5.129934954404282,5.67331934784734,1.7626365425456112,2.9886092501234343e-06,1.93943116057023e-05,0.0032371110339278375,1e-14,9628991427044756.0,592131338434039.5,96148240978.70345,2935078.3054981576,755018218517986.8,1925798285408.9512,equilibrium,False,1e-20,1e-20,1e-20,0.0002502358558051482,1.5753906810679657e-05,0.0005,1.7688258248589294e-17,3.13937608480331e-08,1e-20,1e-20,1e-20,5.627967125666859e-11,1e-20,2.988609250123434e-18,3.1025476268950623e-15,4.686801341622446e-12,3.198048602093174e-09,3.2371110339278374e-09,1e-20,4.0648526367683795e-13,2.658694137670215e-12,5.67331934784734e-06,1.7626365425456112e-09,7.790930675465148e-15,2.3399356228443405e-14,2.313029142032064e-12,2.3249243216255098e-15,2.2715397190700627e-07,5.129934954404282e-06,1.9394311605702297e-14,5.93899882970197e-13
24,24.0,6.5,5.245550025296332,1.7685722959480777e-08,31.382021265867124,0.22267884208893712,5.142420285710014,5.681329459760936,1.7601513995772056,3.001196924806812e-06,1.961579621964779e-05,0.0031778175562619205,1e-14,9761850615101760.0,585133738655735.4,93889176583.02043,2866116.764122053,758675024814843.0,1952370123020.352,equilibrium,False,1e-20,1e-20,1e-20,0.0002502354077458757,1.597497214447788e-05,0.0005,1.7685722959480777e-17,3.1382021265867124e-08,1e-20,1e-20,1e-20,5.6237582568891765e-11,1e-20,3.001196924806812e-18,5.515227695559685e-14,4.408711830751295e-12,3.2421745863786407e-09,3.1778175562619203e-09,1e-20,4.1382554235872645e-13,3.133079175660426e-12,5.681329459760936e-06,1.7601513995772057e-09,7.305046323953572e-15,1e-20,2.1711907515193484e-12,2.3528077277427606e-15,2.2267884208893712e-07,5.142420285710014e-06,1.961579621964779e-14,6.969934165258801e-13
25,25.0,6.5,5.2410066841237,1.7785039472805866e-08,31.422506572584226,0.2279297941706679,5.196916107405341,5.741076261845797,1.741833681345551,2.9763619703215607e-06,1.9513140427447595e-05,0.0032869602015573535,1e-14,9897021295818324.0,603405254167963.2,99844334127.79846,3047907.44003648,764115464906227.4,1979404259163.6648,equilibrium,False,1e-20,1e-20,1e-20,0.00025024625288520966,1.618858903237724e-05,0.0005,1.7785039472805867e-17,3.1422506572584225e-08,1e-20,1e-20,1e-20,5.6382919388313226e-11,1e-20,2.9763619703215608e-18,2.956020696996444e-15,4.5014142216549344e-12,3.2870672338698493e-09,3.2869602015573537e-09,1e-20,4.158687931582996e-13,3.0222539535266218e-12,5.741076261845797e-06,1.741833681345551e-09,7.377794646377504e-15,2.2167530637823966e-14,2.1953173833212165e-12,2.352494117937077e-15,2.279297941706679e-07,5.196916107405341e-06,1.9513140427447595e-14,6.662836843956016e-13
26,26.0,6.5,5.234326413921764,1.768707790587746e-08,31.48055460168258,0.2361796168406449,5.277657568201573,5.830067541178159,1.7152459949093988,2.78604612579372e-06,1.8331216292070278e-05,0.0034587249900226835,1e-14,1.0025948017040586e+16,633244379050364.1,109963343661.46065,3356806.3346294593,770287045248054.4,2005189603408.1172,equilibrium,False,1e-20,1e-20,1e-20,0.00025026071641354343,1.6388220628617077e-05,0.0005,1.7687077905877462e-17,3.148055460168258e-08,1e-20,1e-20,1e-20,5.6591717468361487e-11,1e-20,2.7860461257937197e-18,5.410855405685032e-14,4.810613487807482e-12,3.329885512566496e-09,3.4587249900226833e-09,1e-20,3.9403154048628647e-13,2.657361575808827e-12,5.830067541178159e-06,1.7152459949093988e-09,7.750438970249526e-15,1e-20,2.308636298662184e-12,2.3350214892493467e-15,2.361796168406449e-07,5.277657568201573e-06,1.8331216292070277e-14,5.769258955433081e-13
27,27.0,6.5,5.2276271408196555,1.8626283216370538e-08,31.548132814804926,0.24792055826199463,5.356546708298168,5.920697315749865,1.6889902433376782,3.2426663175683943e-06,2.0749512092170535e-05,0.003687104383691706,1e-14,1.014928975676997e+16,673010420870609.5,124207788055.52625,3791640.7038214784,773827532012788.2,2029857951353.994,equilibrium,False,1e-20,1e-20,1e-20,0.0002502796032370189,1.6574147764682893e-05,0.0005,1.862628321637054e-17,3.1548132814804927e-08,1e-20,1e-20,1e-20,5.6835249037440965e-11,1e-20,3.2426663175683944e-18,4.8959079382819255e-14,3.7403722605986044e-12,3.3708488411411167e-09,3.687104383691706e-09,1e-20,4.640335676688582e-13,3.939384974843508e-12,5.920697315749865e-06,1.6889902433376783e-09,5.9284541818475505e-15,1e-20,1.7676910247304333e-12,2.3157511933788825e-15,2.479205582619946e-07,5.356546708298168e-06,2.0749512092170536e-14,8.396062600434382e-13
28,28.0,6.5,5.224831728673352,1.855235542080628e-08,31.559765396962238,0.25060695095864916,5.392092759879614,5.958929829337819,1.6781536763232372,1e-08,2.0086932648476756e-05,0.003751123966568037,1e-14,1.026201197270284e+16,687086173512485.8,129457634846.92271,3951900.644801885,776026433250895.5,2052402394540.568,equilibrium,False,1e-20,1e-20,1e-20,0.00025028746873379697,1.6753464306149227e-05,0.0005,1.855235542080628e-17,3.1559765396962236e-08,1e-20,1e-20,1e-20,5.687721614277248e-11,1e-20,1e-20,1.7110623118390567e-15,3.900252308740884e-12,3.4082861477135368e-09,3.751123966568037e-09,1e-20,4.507491052025624e-13,3.738309158048527e-12,5.958929829337819e-06,1.6781536763232373e-09,6.140327838955157e-15,1.904106804868724e-14,1.8326356820471504e-12,2.321607205494542e-15,2.5060695095864917e-07,5.392092759879614e-06,2.0086932648476755e-14,7.921204673729193e-13
29,29.0,6.5,5.22224122674212,1.872841362527915e-08,31.56498167153381,0.2509560632468748,5.427394033455888,5.994580177473396,1.6681735340659292,3.212510591642669e-06,2.0667687793581566e-05,0.003762587192222462,1e-14,1.0371760604730404e+16,694266440543639.2,132177518955.87115,4034929.4424208864,779894561953351.8,2074352120946.0808,equilibrium,False,1e-20,1e-20,1e-20,0.0002502924384332608,1.693073883359256e-05,0.0005,1.872841362527915e-17,3.156498167153381e-08,1e-20,1e-20,1e-20,5.689597181584755e-11,1e-20,3.212510591642669e-18,2.325257707335247e-15,3.5762567091974047e-12,3.444735906990634e-09,3.762587192222462e-09,1e-20,4.695187433915385e-13,4.090775058460241e-12,5.994580177473396e-06,1.6681735340659292e-09,5.591511555212515e-15,1.6825151684359505e-14,1.6703662613636836e-12,2.3280899661780308e-15,2.509560632468748e-07,5.427394033455888e-06,2.0667687793581567e-14,8.612526527027655e-13
30,30.0,6.5,5.220891890858263,1.805775545089686e-08,31.559170058580303,0.24722990628555852,5.449773916471088,6.0132340658907255,1.6629986277727307,2.763378733942538e-06,1.8246533602390878e-05,0.0037342995048393183,1e-14,1.0486446603211988e+16,689371445597066.0,130320228004.20631,3978232.6758057075,784625803421860.5,2097289320642.3977,equilibrium,False,1e-20,1e-20,1e-20,0.00025029251863637814,1.712110868864183e-05,0.0005,1.805775545089686e-17,3.15591700585803e-08,1e-20,1e-20,1e-20,5.68750391619861e-11,1e-20,2.7633787339425377e-18,2.854650020766544e-15,4.4685724134208705e-12,3.4828258114291797e-09,3.7342995048393185e-09,1e-20,4.081881037858892e-13,3.165098290437831e-12,6.013234065890725e-06,1.6629986277727306e-09,6.9582560378162124e-15,2.0895237835783135e-14,2.0806642452551654e-12,2.344420799526579e-15,2.472299062855585e-07,5.449773916471088e-06,1.8246533602390877e-14,6.658322547856808e-13
31,31.0,6.5,5.217786165543924,1.752833932517655e-08,31.56018996965466,0.24292763546137225,5.497232058598152,6.056390010583255,1.6511486186622732,2.4443362779598584e-06,1.6405294808442815e-05,0.0036956496363015016,1e-14,1.0606975429035808e+16,683834837366813.8,128235329941.46167,3914587.8393443483,793503126453824.8,2121395085807.1616,equilibrium,False,1e-20,1e-20,1e-20,0.0002502919215574401,1.732186130631376e-05,0.0005,1.7528339325176548e-17,3.156018996965466e-08,1e-20,1e-20,1e-20,5.6878719276931945e-11,1e-20,2.4443362779598584e-18,3.0886673460988314e-15,4.878869703506368e-12,3.5228557885778433e-09,3.6956496363015016e-09,1e-20,3.650893371443043e-13,2.6629863291952154e-12,6.056390010583254e-06,1.6511486186622733e-09,7.535364367222938e-15,2.261019268402783e-14,2.255518693084965e-12,2.3494425886209813e-15,2.4292763546137224e-07,5.4972320585981515e-06,1.6405294808442813e-14,5.571873784995e-13
32,32.0,6.5,5.217951442475824,1.832035526768163e-08,31.522055929985495,0.23517994863431738,5.502675503310946,6.0540856038815045,1.651777106292359,3.0146003534304463e-06,2.007278335485872e-05,0.003575142032498727,1e-14,1.0730905612438548e+16,666255346601993.5,121726928686.67636,3715908.5173728885,798672782513245.1,2146181122487.7097,equilibrium,False,1e-20,1e-20,1e-20,0.000250286863629227,1.75327200424529e-05,0.0005,1.832035526768163e-17,3.1522055929985495e-08,1e-20,1e-20,1e-20,5.6741168402589655e-11,1e-20,3.0146003534304464e-18,2.7506258593503354e-15,4.345822974545472e-12,3.5640163290271238e-09,3.575142032498727e-09,1e-20,4.558794613404811e-13,3.3225028393162815e-12,6.054085603881504e-06,1.651777106292359e-09,6.707600709811326e-15,2.0152589568963544e-14,2.009854742416314e-12,2.3784246270469292e-15,2.3517994863431737e-07,5.502675503310945e-06,2.007278335485872e-14,6.938890745524235e-13
33,33.0,6.5,5.215721917892547,1.7653143316014938e-08,31.512838435970586,0.2302248035953297,5.538790136839251,6.085245195044035,1.6433191563408827,2.617816016662265e-06,1.7746137434089092e-05,0.0035190888178700556,1e-14,1.0858252561556344e+16,657755695705708.1,118640914305.59503,3621703.009626019,806624943543435.4,2171650512311.2688,equilibrium,True,1e-20,1e-20,1e-20,0.0002502852939316951,1.7745751266567633e-05,0.0005,1.765314331601494e-17,3.1512838435970585e-08,1e-20,1e-20,1e-20,5.6707957697423285e-11,1e-20,2.617816016662265e-18,2.9460127819237066e-15,4.700682133738801e-12,3.606311008695693e-09,3.5190888178700556e-09,1e-20,4.004440266145268e-13,2.908774621857886e-12,6.085245195044035e-06,1.6433191563408827e-09,7.210431283158788e-15,2.164948756615638e-14,2.1628368478220378e-12,2.3907499238255258e-15,2.302248035953297e-07,5.5387901368392504e-06,1.7746137434089092e-14,6.051462350445447e-13
34,34.0,6.5,5.213474519671708,1.7711994011027424e-08,31.5114841650158,0.22629323111932917,5.5742934369065535,6.116816896483804,1.634837231404142,1e-08,1.818008420780359e-05,0.003476939061431381,1e-14,1.0987041662257174e+16,652863490833147.8,116882640900.17508,3568028.911432943,813377357363559.8,2197408332451.4348,equilibrium,True,1e-20,1e-20,1e-20,0.00025028501421468167,1.795990106933475e-05,0.0005,1.7711994011027424e-17,3.15114841650158e-08,1e-20,1e-20,1e-20,5.670307563589881e-11,1e-20,1e-20,1.5327250208449143e-15,4.701109370107422e-12,3.649084647392206e-09,3.4769390614313808e-09,1e-20,4.133210976825363e-13,2.8612607986122477e-12,6.116816896483804e-06,1.634837231404142e-09,7.166246807055838e-15,2.1891010694097563e-14,2.151905714019814e-12,2.4029392436238003e-15,2.2629323111932917e-07,5.574293436906554e-06,1.818008420780359e-14,5.924007298550865e-13
35,35.0,6.5,5.206542170461516,1.768531447370892e-08,31.546841381618176,0.23428091689004413,5.664727771893606,6.2152389418345555,1.6089486009556748,2.5147947852073576e-06,1.7093532307177134e-05,0.0036548848700304784,1e-14,1.1114532478134872e+16,683518472526101.5,128116705492.42126,3910966.638963186,821168618324802.5,2222906495626.9746,equilibrium,True,1e-20,1e-20,1e-20,0.00025030108546642265,1.8155534308371745e-05,0.0005,1.768531447370892e-17,3.154684138161818e-08,1e-20,1e-20,1e-20,5.68305516808874e-11,1e-20,2.5147947852073577e-18,2.981716755556358e-15,4.8190511794945465e-12,3.6914257906396054e-09,3.6548848700304784e-09,1e-20,3.934542850017135e-13,2.9219997372517135e-12,6.215238941834555e-06,1.6089486009556747e-09,7.222025369224234e-15,2.1673169458826892e-14,2.1709233077205683e-12,2.380123568078155e-15,2.3428091689004413e-07,5.664727771893606e-06,1.7093532307177133e-14,5.952006376352334e-13
36,36.0,6.5,5.198378100324972,1.8342970937220335e-08,31.606607961305386,0.2424420380902162,5.774508861147757,6.333180992601607,1.5789853490267423,2.781869405098256e-06,1.851319537504242e-05,0.0038568243652764827,1e-14,1.123197393320608e+16,716614176587984.5,140823794071.98914,4298870.771543147,831062443002705.4,2246394786641.216,equilibrium,True,1e-20,1e-20,1e-20,0.0002503173682471424,1.8334281419173078e-05,0.0005,1.8342970937220334e-17,3.1606607961305385e-08,1e-20,1e-20,1e-20,5.704635914012135e-11,1e-20,2.7818694050982563e-18,1.20242843149386e-14,4.420953431673858e-12,3.730428929994218e-09,3.856824365276483e-09,1e-20,4.3967843602351573e-13,3.333534890095105e-12,6.333180992601606e-06,1.5789853490267423e-09,6.494881106026492e-15,1.6454052662070603e-14,1.9542191537927952e-12,2.3464539606135533e-15,2.424420380902162e-07,5.774508861147757e-06,1.851319537504242e-14,6.651359331190902e-13
37,37.0,6.5,5.193865960612166,1.8542724915654677e-08,31.62443266495584,0.24595117848630818,5.837139275376519,6.399323118573732,1.5626652717421572,2.7544630029414266e-06,1.941375010986602e-05,0.003953511294177438,1e-14,1.1337386517517452e+16,733091497859671.5,147374252554.84457,4498833.957436001,837568053440945.1,2267477303503.49,equilibrium,True,1e-20,1e-20,1e-20,0.0002503269379553219,1.8499762266564624e-05,0.0005,1.8542724915654675e-17,3.162443266495584e-08,1e-20,1e-20,1e-20,5.7110813391309196e-11,1e-20,2.7544630029414264e-18,1e-20,1.0251012959673777e-11,3.765437953510549e-09,3.953511294177438e-09,1e-20,4.3926529583285206e-13,3.205991938299763e-12,6.399323118573732e-06,1.5626652717421571e-09,1.489700816790867e-14,6.295841343963625e-14,4.486343591787085e-12,2.336346109980003e-15,2.459511784863082e-07,5.8371392753765195e-06,1.941375010986602e-14,6.41110320926046e-13
38,38.0,6.5,5.192509166147302,1.839445433224813e-08,31.6290370630533,0.24394566621839772,5.8591709990470004,6.419346727983265,1.5577909129693865,1e-08,1.823182673979279e-05,0.003933543686429996,1e-14,1.1433513775721864e+16,732490004285096.0,147132513835.3594,4491454.497719032,841107693228946.4,2286702755144.3726,equilibrium,True,1e-20,1e-20,1e-20,0.00025032818981478186,1.8658122591677867e-05,0.0005,1.8394454332248128e-17,3.16290370630533e-08,1e-20,1e-20,1e-20,5.712746122548291e-11,1e-20,1e-20,3.3143719263013344e-15,4.404245551188821e-12,3.797363784817706e-09,3.933543686429995e-09,1e-20,4.39304167557572e-13,3.5093609610297257e-12,6.419346727983265e-06,1.5577909129693865e-09,6.373682557298919e-15,1.8940045623404592e-14,1.9209563270742586e-12,2.3466356488958994e-15,2.439456662183977e-07,5.859170999047e-06,1.823182673979279e-14,6.908259716818467e-13
39,39.0,6.5,5.191518799296562,1.8106645163098716e-08,31.641300196614065,0.24631002678451272,5.871462007175568,6.434002135373078,1.5542425677905518,2.489083430934883e-06,1.6811384193828842e-05,0.003980735569126081,1e-14,1.1527987281848694e+16,744146715347695.5,151852654546.6636,4635544.316311929,840430411810756.5,2305597456369.739,equilibrium,True,1e-20,1e-20,1e-20,0.0002503358110673002,1.880737911369863e-05,0.0005,1.8106645163098715e-17,3.1641300196614064e-08,1e-20,1e-20,1e-20,5.717181413891689e-11,1e-20,2.4890834309348827e-18,6.844364291701368e-15,4.569864696969773e-12,3.828740743359722e-09,3.980735569126081e-09,1e-20,4.0333536292155725e-13,3.2291213893641927e-12,6.434002135373078e-06,1.5542425677905519e-09,6.592836141351414e-15,1.8527054340416766e-14,1.988552624247244e-12,2.3588172942735968e-15,2.4631002678451273e-07,5.871462007175568e-06,1.6811384193828842e-14,6.343941284341664e-13
40,40.0,6.5,5.190448677762094,1.7817752175345347e-08,31.634113334857453,0.24514318669446225,5.888430865272398,6.449875360055841,1.5504175572161858,1e-08,1.585218020884344e-05,0.003971651988699871,1e-14,1.1617960905845652e+16,746165418400950.8,152677656405.8718,4660728.813025644,842392015513994.6,2323592181169.1304,equilibrium,True,1e-20,1e-20,1e-20,0.00025033817165348875,1.8954432360024294e-05,0.0005,1.7817752175345348e-17,3.163411333485745e-08,1e-20,1e-20,1e-20,5.7145880465406326e-11,1e-20,1e-20,3.127239470681045e-15,5.195096799228848e-12,3.7874532198441605e-09,3.971651988699871e-09,1e-20,3.766616550987697e-13,2.4136745171911847e-12,6.449875360055841e-06,1.5504175572161859e-09,7.471255210454362e-15,2.2392026278119773e-14,2.2551875608383e-12,7.117215993014587e-11,2.4514318669446225e-07,5.888430865272398e-06,1.585218020884344e-14,4.746360380892726e-13
41,41.0,6.5,5.18977974156131,1.7681597351532225e-08,31.64583464783839,0.24456770957932297,5.899019735138239,6.459817645354002,1.5480313143558235,2.1994102493224136e-06,1.5218761506678044e-05,0.003968436291572484,1e-14,1.170628685976483e+16,749654858106301.8,154108988351.9346,4704422.502063449,842979091050265.9,2341257371952.966,equilibrium,True,1e-20,1e-20,1e-20,0.0002503412427266007,1.909803475722136e-05,0.0005,1.7681597351532224e-17,3.164583464783839e-08,1e-20,1e-20,1e-20,5.7188212828746433e-11,1e-20,2.1994102493224136e-18,3.0665593542763444e-15,5.098943121490716e-12,3.887958140764724e-09,3.968436291572483e-09,1e-20,3.616746011209751e-13,2.567082913583184e-12,6.459817645354002e-06,1.5480313143558236e-09,7.316330715162858e-15,2.1935352486640618e-14,2.210040449114537e-12,2.3828244709006444e-15,2.4456770957932297e-07,5.899019735138239e-06,1.5218761506678045e-14,5.036873034944984e-13
42,42.0,6.5,5.191411017990633,1.7736154632668973e-08,31.634131012361177,0.2408163078631721,5.878298223737742,6.4355990960509,1.5538568905268912,1e-08,1.5881064447769667e-05,0.0038929149325861285,1e-14,1.1793021049806708e+16,740848478008222.4,150509542631.23233,4594543.684322088,841866195846816.9,2358604209961.342,equilibrium,True,1e-20,1e-20,1e-20,0.0002503394863526107,1.924382012352406e-05,0.0005,1.7736154632668973e-17,3.163413101236118e-08,1e-20,1e-20,1e-20,5.714588404000681e-11,1e-20,1e-20,3.1084278166185476e-15,5.217920119215497e-12,3.6624020291888636e-09,3.892914932586128e-09,1e-20,3.763583191106825e-13,2.394242110717413e-12,6.435599096050901e-06,1.5538568905268911e-09,7.50977694287548e-15,2.2511592397319994e-14,2.2701188375881797e-12,2.543656459111503e-10,2.408163078631721e-07,5.878298223737742e-06,1.5881064447769666e-14,4.719128067736193e-13
43,43.0,6.5,5.188214236325629,1.8012719740879867e-08,31.655175026756904,0.24257712119838323,5.9243380394429845,6.483145427953462,1.5424611573464915,1e-08,1.660340801889352e-05,0.003950350583224709,1e-14,1.1882121425796482e+16,752003721105167.1,155076228106.62915,4733949.037248301,846634305224487.6,2376424285159.2964,equilibrium,True,1e-20,1e-20,1e-20,0.00025034611474670365,1.9385150479819935e-05,0.0005,1.8012719740879866e-17,3.1655175026756905e-08,1e-20,1e-20,1e-20,5.7222056914895725e-11,1e-20,1e-20,1e-20,5.022644970365123e-12,3.946356885625895e-09,3.950350583224709e-09,1e-20,3.9976032244184146e-13,2.8804860315164833e-12,6.483145427953462e-06,1.5424611573464915e-09,7.172223762809324e-15,3.012392802528105e-14,2.1697399929651775e-12,2.4072928546144616e-15,2.4257712119838325e-07,5.9243380394429845e-06,1.660340801889352e-14,5.634013537427843e-13
44,44.0,6.5,5.183017068567709,1.874601695803053e-08,31.675186340150397,0.247330741626455,5.99763406422046,6.5611947910022375,1.5241126530437792,1e-08,1.8615568948367803e-05,0.004076252422796084,1e-14,1.1978027323936708e+16,774331724495066.8,164421783784.82397,5019237.0201035505,853033389222160.4,2395605464787.342,equilibrium,True,1e-20,1e-20,1e-20,0.00025035789192744546,1.9532653341210172e-05,0.0005,1.874601695803053e-17,3.1675186340150396e-08,1e-20,1e-20,1e-20,5.7294495388181205e-11,1e-20,1e-20,6.876611057180115e-15,4.2620370164761814e-12,3.978208224960494e-09,4.076252422796084e-09,1e-20,4.60901391867272e-13,3.487182526518756e-12,6.561194791002237e-06,1.5241126530437792e-09,6.007105014177784e-15,1.66783955823553e-14,1.8186286195351312e-12,2.388870861885098e-15,2.47330741626455e-07,5.99763406422046e-06,1.86155689483678e-14,6.712357455173598e-13
45,45.0,6.5,5.176109500812267,1.9071144252699745e-08,31.727387162084092,0.2571593976651712,6.092997369809678,6.666386651235592,1.5000630061260931,2.7381613961474892e-06,1.83787333826554e-05,0.004306187522528804,1e-14,1.2078101020584592e+16,813220091123115.0,181351624087.83524,5536047.3796391245,859329208144905.4,2415620204116.9185,equilibrium,True,1e-20,1e-20,1e-20,0.0002503779163216184,1.9678781865899153e-05,0.0005,1.9071144252699746e-17,3.172738716208409e-08,1e-20,1e-20,1e-20,5.748373265944204e-11,1e-20,2.7381613961474892e-18,2.386590125164756e-15,3.9831908142443e-12,4.011443334920946e-09,4.306187522528803e-09,1e-20,4.64258062759452e-13,3.856302737782778e-12,6.666386651235592e-06,1.500063006126093e-09,5.521454953200906e-15,1.657797866487103e-14,1.6729434576108635e-12,2.3588856453539966e-15,2.571593976651712e-07,6.092997369809679e-06,1.8378733382655398e-14,7.303416401148498e-13
46,46.0,6.5,5.170058680351205,1.7333722848983316e-08,31.762213908473456,0.26311538731412754,6.180570746772561,6.75991631596494,1.4793082536293605,1e-08,1.0488145490668809e-05,0.004467737064722892,1e-14,1.2176418428895624e+16,840248520326039.8,193606869478.25906,5910158.2786825765,867004084084913.5,2435283685779.125,equilibrium,True,1e-20,1e-20,1e-20,0.00025039217540372605,1.982779559844709e-05,0.0005,1.7333722848983314e-17,3.176221390847346e-08,1e-20,1e-20,1e-20,5.7610156663052535e-11,1e-20,1e-20,2.9481577061884144e-15,5.0154030504869985e-12,4.0440953331810395e-09,4.467737064722892e-09,1e-20,2.5510037109676977e-13,2.6943098807258468e-12,6.75991631596494e-06,1.4793082536293604e-09,6.850639895139373e-15,2.0516141177271287e-14,2.0773256963779025e-12,2.3350217147578835e-15,2.6311538731412755e-07,6.18057074677256e-06,1.0488145490668808e-14,5.04805918541593e-13
47,47.0,6.5,5.166328251786813,1.3658103863257788e-08,31.755629795807586,0.26392833761358225,6.238073390688428,6.818231585281842,1.4666559612583552,2.4531323371473534e-06,1.6445155142835684e-05,0.00448083666460105,1e-14,1.2273366211400624e+16,848546365270914.8,197449666720.19705,6027465.78948497,874711734048136.1,2454673242280.125,equilibrium,True,1e-20,1e-20,1e-20,0.00025039834397230586,1.99826044841108e-05,0.0005,1.3658103863257787e-17,3.1755629795807585e-08,1e-20,1e-20,1e-20,5.758619539519832e-11,1e-20,2.4531323371473533e-18,2.5131798669738814e-15,4.2463062010726975e-12,4.076293141725993e-09,4.4808366646010495e-09,1e-20,4.2217682227905936e-13,3.668909898639352e-12,6.818231585281842e-06,1.466655961258355e-09,5.745935647341722e-15,1.723178919129412e-14,1.7437322005698878e-12,2.3273894905649954e-15,2.6392833761358226e-07,6.2380733906884284e-06,1.6445155142835684e-14,6.796588130903353e-13
48,48.0,6.5,5.165444588780575,1.8551206480554734e-08,31.760013704760656,0.26015605558371335,6.255732755799335,6.832118827721293,1.4636747767722194,2.227469767975526e-06,1.5215419908622617e-05,0.00446467027333444,1e-14,1.2368866910101924e+16,843285579520718.8,195008974110.60242,5952959.757384002,878363218576747.5,2473773382020.385,equilibrium,True,1e-20,1e-20,1e-20,0.0002503971009585553,2.0142446860690647e-05,0.0005,1.8551206480554734e-17,3.1760013704760657e-08,1e-20,1e-20,1e-20,5.760215972672222e-11,1e-20,2.227469767975526e-18,2.9019860905468135e-15,4.958453636493082e-12,4.108011085288147e-09,4.46467027333444e-09,1e-20,3.862106564241304e-13,2.8087325592915754e-12,6.832118827721293e-06,1.4636747767722194e-09,6.690636658462479e-15,2.0040654806734718e-14,2.0320335343266304e-12,2.3394704412755495e-15,2.6015605558371333e-07,6.255732755799335e-06,1.5215419908622617e-14,5.204583487555061e-13
49,49.0,6.5,5.163707742684171,1.874662386703489e-08,31.76813873228085,0.25961526725453754,6.283651507731278,6.859496791796735,1.4578328853523312,2.3146929225267465e-06,1.579024633736263e-05,0.004473243364057876,1e-14,1.2462152553867148e+16,845858111061298.2,196200579759.80222,5989335.419112957,882729524479120.1,2492430510773.4297,equilibrium,True,1e-20,1e-20,1e-20,0.0002504008938442782,2.029356146228107e-05,0.0005,1.874662386703489e-17,3.176813873228085e-08,1e-20,1e-20,1e-20,5.7631667302046705e-11,1e-20,2.3146929225267463e-18,8.096640228552297e-15,4.801398167968029e-12,4.1389931110763e-09,4.473243364057876e-09,1e-20,4.0436726149169845e-13,3.0045188601882317e-12,6.8594967917967345e-06,1.4578328853523312e-09,6.4473754345098905e-15,1.757020103448165e-14,1.959654042215653e-12,2.3448833408870387e-15,2.5961526725453756e-07,6.283651507731278e-06,1.579024633736263e-14,5.540317099139435e-13
