Time,O3,NO,NO2,NO3,N2O4,N2O5,HONO,HONO2,R2,Plasma_Type,Humidity_Weight,N2O4_source,N2O4_equilibrium,H2O2,plasma_on,O3_mol_L,NO_mol_L,NO2_mol_L,NO3_mol_L,N2O4_mol_L,N2O5_mol_L,HONO_mol_L,HONO2_mol_L
200.0,1.343472109501967e+16,0.0,976637811435385.1,49954989485744.22,261560596290.0332,1249138039139918.5,7984554.100309352,999310439296537.9,0.999526379096644,O3_dominant,0.0,equilibrium,261560596290.0332,2686944219003.934,True,2.230163701773265e-05,0.0,1.6212187669827392e-06,8.29252825463354e-08,4.341905898414551e-10,2.0735691449722645e-06,1.3254359806513525e-14,1.6588553292322528e-06
201.0,1.3423684511924772e+16,0.0,972780984080640.2,49855687123737.47,259498824477.9707,1248505732020788.2,7921615.229510742,998804593538294.5,0.9995273460660654,O3_dominant,0.0,equilibrium,259498824477.9707,2684736902384.9546,True,2.228331628979512e-05,0.0,1.6148164335738627e-06,8.27604406254042e-08,4.3076804863343135e-10,2.0725195151545084e-06,1.3149881280987831e-14,1.6580156252735689e-06
202.0,1.3411584337912632e+16,0.0,966485312784404.2,49379039270999.56,256150829909.6292,1249313992615218.2,7819412.358980419,999451201911635.4,0.999530070039909,O3_dominant,0.0,equilibrium,256150829909.6292,2682316867582.5264,True,2.2263230000934968e-05,0.0,1.604365619222111e-06,8.196920518985927e-08,4.252103776499845e-10,2.073861227741262e-06,1.2980224515907495e-14,1.6590889951733147e-06
203.0,1.3398836640719476e+16,0.0,963646630660676.0,49647950861059.03,254648348832.02628,1251353554343924.0,7773546.729298534,1001082851248734.1,0.9995216233433764,O3_dominant,0.0,equilibrium,254648348832.02628,2679767328143.895,True,2.224206882359433e-05,0.0,1.599653406896722e-06,8.241559842935798e-08,4.227162590611636e-10,2.077246900210914e-06,1.2904087570635566e-14,1.6617975330728986e-06
204.0,1.3385489539921948e+16,0.0,953863588659536.1,49008274675433.09,249504160556.27194,1248285411913904.2,7616512.182916049,998628337147683.4,0.9995276455095432,O3_dominant,0.0,equilibrium,249504160556.27194,2677097907984.3896,True,2.221991263627043e-05,0.0,1.5834135571748298e-06,8.135373596121894e-08,4.1417690652341143e-10,2.072153783777081e-06,1.264341022364064e-14,1.6577230396651543e-06
205.0,1.337400371690806e+16,0.0,950361141578378.9,47882325410143.57,247675239191.27478,1248938953835499.8,7560681.443151874,999151170629128.9,0.9995326286488868,O3_dominant,0.0,equilibrium,247675239191.27478,2674800743381.612,True,2.220084617006738e-05,0.0,1.5775994950201089e-06,7.948466018083833e-08,4.111408970575161e-10,2.0732386633669297e-06,1.2550731195632109e-14,1.658590943244354e-06
206.0,1.3362276235996224e+16,0.0,937116656735964.9,45815681702150.6,240820006947.73608,1252181935974994.0,7351414.55243862,1001745556131456.6,0.9995328763791688,O3_dominant,0.0,equilibrium,240820006947.73608,2672455247199.2446,True,2.2181378551753732e-05,0.0,1.5556136501817016e-06,7.605403162557e-08,3.9976121153324186e-10,2.0786220137184898e-06,1.2203348157048109e-14,1.662897623178218e-06
207.0,1.3351446870016e+16,0.0,919774312071796.5,43442648224131.22,231989218777.51187,1249774181864177.5,7081840.66824644,999819352573228.6,0.9995359032276392,O3_dominant,0.0,equilibrium,231989218777.51187,2670289374003.2,True,2.216340180422656e-05,0.0,1.526825358039182e-06,7.211479605205782e-08,3.8510210317066967e-10,2.0746251418945346e-06,1.175585550928909e-14,1.6597001252715595e-06
208.0,1.3341777169493008e+16,0.0,927089588545349.5,43470952389554.266,235694070977.00107,1248460729650686.8,7194937.186758998,998768590915533.0,0.999526423423735,O3_dominant,0.0,equilibrium,235694070977.00107,2668355433898.6016,True,2.2147350101358392e-05,0.0,1.5389687169852802e-06,7.216178096666008e-08,3.9125215782182177e-10,2.07244481122014e-06,1.1943595730019936e-14,1.6579558609197846e-06
209.0,1.3330931604509256e+16,0.0,933714158011744.9,42612668926860.34,239074435073.54163,1248802597437986.0,7298128.188731032,999042085248563.8,0.9995349591590202,O3_dominant,0.0,equilibrium,239074435073.54163,2666186320901.851,True,2.2129346463485364e-05,0.0,1.5499655022994964e-06,7.073703041858817e-08,3.9686356222207906e-10,2.0730123117470566e-06,1.2114892793293513e-14,1.6584098615126158e-06
210.0,1.3315679838252622e+16,0.0,927709119284866.0,42339724086631.63,236009182942.40823,1243759974569533.5,7204556.481756546,995007986860229.8,0.9995344474092058,O3_dominant,0.0,equilibrium,236009182942.40823,2663135967650.5244,True,2.210402853149935e-05,0.0,1.5399971380128775e-06,7.028394198380851e-08,3.9177524368439765e-10,2.0646415577854257e-06,1.1959563759715865e-14,1.6517132581879814e-06
211.0,1.3298797773270248e+16,0.0,931507718250795.8,41367791282922.19,237945866830.30026,1243627465457280.5,7263676.844293587,994901979629548.0,0.999533376008608,O3_dominant,0.0,equilibrium,237945866830.30026,2659759554654.05,True,2.207600430362861e-05,0.0,1.5463028122963209e-06,6.867053352965083e-08,3.9499013893829843e-10,2.0644215926590857e-06,1.2057703561527354e-14,1.6515372861850495e-06
212.0,1.3279930408462124e+16,0.0,918793435770900.0,40372451862600.29,231494681391.3742,1245461437553346.5,7066744.126296889,996369157109467.4,0.9995303493007804,O3_dominant,0.0,equilibrium,231494681391.3742,2655986081692.425,True,2.2044684478047125e-05,0.0,1.525197103379694e-06,6.701827009191648e-08,3.842811711096812e-10,2.067465986338555e-06,1.1730795249652835e-14,1.6539728008017158e-06
213.0,1.3261659373104104e+16,0.0,911336795578834.5,40234135772748.766,227752451766.51486,1246370558571916.2,6952506.60229944,997096453810085.2,0.9995315508702636,O3_dominant,0.0,equilibrium,227752451766.51486,2652331874620.821,True,2.201435455935281e-05,0.0,1.5128190806608652e-06,6.678866538276294e-08,3.7806906993241465e-10,2.068975127229381e-06,1.154116095981707e-14,1.6551801133247414e-06
214.0,1.3246662416703292e+16,0.0,917733593356072.6,41824275665561.56,230960924038.92944,1243385285739615.8,7050450.332363543,994708235642188.9,0.9995302613929066,O3_dominant,0.0,equilibrium,230960924038.92944,2649332483340.658,True,2.1989459611727463e-05,0.0,1.5234377649710806e-06,6.942829760483218e-08,3.8339513390462285e-10,2.064019574327762e-06,1.1703747551723482e-14,1.6512156711660334e-06
215.0,1.3232144821725474e+16,0.0,913606409162099.8,42605436888105.555,228888263955.50958,1245444312069971.0,6987179.079727053,996355456643201.6,0.9995298556566132,O3_dominant,0.0,equilibrium,228888263955.50958,2646428964345.0947,True,2.1965360404064286e-05,0.0,1.5165866392090856e-06,7.072502523425521e-08,3.799545181661459e-10,2.0674375580361518e-06,1.1598717272346907e-14,1.6539500580277146e-06
216.0,1.321912313554959e+16,0.0,902201236608726.0,42049231293803.34,223209197500.57962,1245234598791936.5,6813816.524388788,996187685847410.9,0.9995264137049136,O3_dominant,0.0,equilibrium,223209197500.57962,2643824627109.918,True,2.194374440501232e-05,0.0,1.4976540527704852e-06,6.980172394771355e-08,3.705272678509622e-10,2.0670894339946146e-06,1.1310935430485388e-14,1.653671558506702e-06
217.0,1.3209100516894224e+16,0.0,898177942776056.2,42002273371925.65,221222869414.8384,1240504920006877.2,6753180.693585061,992403942758727.5,0.9995295391285024,O3_dominant,0.0,equilibrium,221222869414.8384,2641820103378.8447,True,2.192710685804441e-05,0.0,1.4909753850082532e-06,6.972377379739657e-08,3.6722996322863173e-10,2.0592381672114162e-06,1.12102799513512e-14,1.6473905449794876e-06
218.0,1.3200653278655304e+16,0.0,915342242076637.2,43619820379650.95,229758855974.87756,1239117601246121.2,7013755.2887453,991294088010698.0,0.9995232030943946,O3_dominant,0.0,equilibrium,229758855974.87756,2640130655731.061,True,2.1913084442567805e-05,0.0,1.5194681218472177e-06,7.240890183022058e-08,3.8139970091829673e-10,2.056935218068561e-06,1.1642833779317198e-14,1.6455481860977587e-06
219.0,1.319039543646004e+16,0.0,919715511568639.5,43650419768516.18,231959557921.40878,1239104468150211.0,7080935.223337781,991283581601150.1,0.9995310342292212,O3_dominant,0.0,equilibrium,231959557921.40878,2638079087292.008,True,2.1896056424523665e-05,0.0,1.5267277492039415e-06,7.245969681573685e-08,3.8505286614953856e-10,2.05691341712935e-06,1.1754352470740716e-14,1.6455307454579092e-06
220.0,1.317908127808841e+16,0.0,927731287848088.5,44039373316297.08,236020462441.32922,1238463543555511.8,7204900.806439378,990770842049356.6,0.9995310812908612,O3_dominant,0.0,equilibrium,236020462441.32922,2635816255617.682,True,2.187727492162676e-05,0.0,1.540033937827827e-06,7.310535970505315e-08,3.917939676526065e-10,2.0558494823021494e-06,1.1960135338689367e-14,1.644679597801932e-06
221.0,1.3166699151242068e+16,0.0,939476549028161.8,44544003723218.65,242034423202.12317,1243290642682394.2,7388486.54424849,994632521534449.0,0.9995221514585813,O3_dominant,0.0,equilibrium,242034423202.12317,2633339830248.4136,True,2.1856720591061832e-05,0.0,1.5595310713867485e-06,7.394304618054295e-08,4.0177714251552444e-10,2.0638624668527744e-06,1.2264887663452492e-14,1.6510899857471853e-06
222.0,1.3152127456550508e+16,0.0,928830196495905.0,44529920282916.61,236579931634.71478,1249164091447039.5,7221979.495299263,999331280379657.6,0.9995293768593012,O3_dominant,0.0,equilibrium,236579931634.71478,2630425491310.1016,True,2.1832531577873842e-05,0.0,1.5418581261832022e-06,7.391966766964156e-08,3.927226865136265e-10,2.0736123918020857e-06,1.1988485962196776e-14,1.6588899254302316e-06
223.0,1.31394905361214e+16,0.0,925438032657856.0,45654919529242.35,234855068551.14786,1252829295417531.8,7169325.300433095,1002263443503397.0,0.9995261780429509,O3_dominant,0.0,equilibrium,234855068551.14786,2627898107224.28,True,2.1811554289961523e-05,0.0,1.536227134212041e-06,7.57871664185423e-08,3.8985941379490545e-10,2.0796966303931025e-06,1.1901079998718937e-14,1.663757316215639e-06
224.0,1.312906427528466e+16,0.0,922310510980224.2,46191824232813.75,233270363481.71338,1252726379270346.5,7120949.652344636,1002181110537273.0,0.9995213623538252,O3_dominant,0.0,equilibrium,233270363481.71338,2625812855056.932,True,2.1794246696972534e-05,0.0,1.5310354482271722e-06,7.667842822647083e-08,3.872288033796442e-10,2.079525789588775e-06,1.1820776422892094e-14,1.6636206434918732e-06
225.0,1.3117685760578056e+16,0.0,909143593386140.1,46795524873858.31,226657563185.74188,1251139599465973.2,6919083.383240485,1000911686491907.5,0.9995285228889184,O3_dominant,0.0,equilibrium,226657563185.74188,2623537152115.6113,True,2.177535836255957e-05,0.0,1.5091783650209925e-06,7.76805712906048e-08,3.762515548883315e-10,2.0768917351135157e-06,1.1485678416179205e-14,1.6615133995765663e-06
226.0,1.3105837635918828e+16,0.0,899495013407356.2,47271067428023.81,221872138913.02908,1250026384309665.8,6773000.67988084,1000021114220778.2,0.9995308806594292,O3_dominant,0.0,equilibrium,221872138913.02908,2621167527183.7656,True,2.1755690475625255e-05,0.0,1.4931617222562114e-06,7.846997193051952e-08,3.6830775059562825e-10,2.075043797954045e-06,1.1243181128602193e-14,1.6600350496064919e-06
227.0,1.3094965619429966e+16,0.0,895438403329829.5,47534693563654.58,219875420337.47055,1248758163920921.0,6712047.662814151,999006537848829.2,0.9995235523442072,O3_dominant,0.0,equilibrium,219875420337.47055,2618993123885.993,True,2.1737642928253742e-05,0.0,1.486427749527517e-06,7.89075913156666e-08,3.649931977602011e-10,2.0729385521087287e-06,1.114199912027149e-14,1.6583508528290565e-06
228.0,1.3086725688333016e+16,0.0,900820479997850.6,47268394760555.11,222526507818.89532,1246912848908325.0,6792976.333723805,997530285919681.4,0.9995247990612384,O3_dominant,0.0,equilibrium,222526507818.89532,2617345137666.603,True,2.1723964642632807e-05,0.0,1.495361996796432e-06,7.846553530252147e-08,3.693940029793662e-10,2.0698753291878194e-06,1.1276340713981516e-14,1.655900274626671e-06
229.0,1.3079480814241836e+16,0.0,892221163341898.8,45031907425998.64,218298268430.52643,1250723234550588.5,6663902.587049613,1000578594304418.1,0.9995283761676356,O3_dominant,0.0,equilibrium,218298268430.52643,2615896162848.367,True,2.1711938151641447e-05,0.0,1.4810871311475518e-06,7.475296632715774e-08,3.6237512559467383e-10,2.0762005693539767e-06,1.1062078294502356e-14,1.660960466545334e-06
230.0,1.3074471113942428e+16,0.0,901884752581026.9,43320052197467.39,223052625435.13382,1253994131851541.8,6809036.912532563,1003195312290315.5,0.9995319231792426,O3_dominant,0.0,equilibrium,223052625435.13382,2614894222788.486,True,2.1703622049144428e-05,0.0,1.4971286892845046e-06,7.191128664779586e-08,3.702673582223221e-10,2.081630258873559e-06,1.1303001274804055e-14,1.6653042184019237e-06
231.0,1.306783958114915e+16,0.0,902662668329899.2,42050025722707.375,223437577020.92917,1255315301022442.2,6820788.173259063,1004252247638787.1,0.999532827007778,O3_dominant,0.0,equilibrium,223437577020.92917,2613567916229.83,True,2.169261370470759e-05,0.0,1.4984200294276327e-06,6.980304269969424e-08,3.709063778547424e-10,2.083823399697254e-06,1.1322508367610044e-14,1.6670587310803866e-06
232.0,1.305884031372802e+16,0.0,891341095627486.8,40945975779877.766,217867831413.59143,1257272966489900.0,6650762.811038847,1005818379842727.4,0.9995282489759774,O3_dominant,0.0,equilibrium,217867831413.59143,2611768062745.604,True,2.1677674920788514e-05,0.0,1.479626218741628e-06,6.797031979459709e-08,3.616606001465618e-10,2.087073124373234e-06,1.1040266266324486e-14,1.6696585105389274e-06
233.0,1.3050886041852692e+16,0.0,898552975715137.9,40039104582043.3,221407650581.4568,1260623069535458.5,6758821.433216754,1008498462387233.1,0.9995216101430316,O3_dominant,0.0,equilibrium,221407650581.4568,2610177208370.5386,True,2.166447082947547e-05,0.0,1.4915979396871289e-06,6.646491360619187e-08,3.6753669996521823e-10,2.092634295428861e-06,1.1219643579139811e-14,1.6741074475628068e-06
234.0,1.3040446891365158e+16,0.0,904755239406877.4,38643817450585.06,224474732937.62595,1262341421319400.8,6852449.010727635,1009873143908014.9,0.9995286819986536,O3_dominant,0.0,equilibrium,224474732937.62595,2608089378273.0317,True,2.164714183966616e-05,0.0,1.5018936974154164e-06,6.41487369679712e-08,3.7262805667645905e-10,2.0954867593902052e-06,1.1375065357807874e-14,1.6763894188873046e-06
235.0,1.3027014614028004e+16,0.0,904136660348838.0,41202853438018.08,224167892158.45914,1260552866604850.8,6843082.206873426,1008442300127008.1,0.9995208029761072,O3_dominant,0.0,equilibrium,224167892158.45914,2605402922805.6006,True,2.1624844259286486e-05,0.0,1.500866856179071e-06,6.839673670711001e-08,3.7211870098304217e-10,2.092517758564052e-06,1.1359516463409886e-14,1.6740142182108334e-06
236.0,1.3011703472821434e+16,0.0,899474025940920.0,42617118954022.086,221861785370.93073,1261343192040060.5,6772684.62150589,1009074560404778.1,0.999524271870381,O3_dominant,0.0,equilibrium,221861785370.93073,2602340694564.2866,True,2.1599427764883578e-05,0.0,1.4931268830619272e-06,7.074441746367665e-08,3.68290563715745e-10,2.0938296987865003e-06,1.1242656471699777e-14,1.6750637702719316e-06
237.0,1.2995966035267984e+16,0.0,892996615752281.4,44119679523468.234,218677890632.20715,1264700738400144.2,6675491.159831566,1011760597395651.2,0.9995286322000928,O3_dominant,0.0,equilibrium,218677890632.20715,2599193207053.5967,True,2.157330361854485e-05,0.0,1.482374382148787e-06,7.323866800895727e-08,3.6300529844946387e-10,2.0994032257442395e-06,1.1081315325320398e-14,1.679522591676781e-06
238.0,1.2981020670301042e+16,0.0,882629242875536.0,44778184379304.516,213629819918.71414,1265646447025625.8,6521390.755237834,1012517164141935.5,0.9995294043689342,O3_dominant,0.0,equilibrium,213629819918.71414,2596204134060.2085,True,2.1548494312699728e-05,0.0,1.4651645431733897e-06,7.43317860696455e-08,3.5462550106506546e-10,2.1009731020625385e-06,1.0825508653694803e-14,1.6807784924756128e-06
239.0,1.2968237866429004e+16,0.0,872931448822973.5,43916965489548.945,208961140483.3302,1267151395091008.0,6378871.874115963,1013721122451722.0,0.9995290772971944,O3_dominant,0.0,equilibrium,208961140483.3302,2593647573285.801,True,2.1527274858272145e-05,0.0,1.449066205046136e-06,7.290216271265124e-08,3.468754932023281e-10,2.1034713158510734e-06,1.0588927311032497e-14,1.6827770632698585e-06
240.0,1.2958246878871264e+16,0.0,869654348021201.2,43615049730069.33,207395149633.28525,1265945212056077.0,6331067.507402757,1012756175975972.6,0.9995296439419892,O3_dominant,0.0,equilibrium,207395149633.28525,2591649375774.253,True,2.1510689818926297e-05,0.0,1.443626217715194e-06,7.240098255191508e-08,3.442759483912535e-10,2.1014690520130876e-06,1.0509572062288576e-14,1.6811752521201145e-06
241.0,1.2949271186309504e+16,0.0,864155269322547.2,43235068743250.43,204780601794.1601,1265233411956555.0,6251254.267314433,1012186735816541.5,0.9995263042139187,O3_dominant,0.0,equilibrium,204780601794.1601,2589854237261.901,True,2.1495790169273776e-05,0.0,1.4344977470754285e-06,7.177021411379571e-08,3.399357989783057e-10,2.1002874638478812e-06,1.0377082083741959e-14,1.6802299814554588e-06
242.0,1.2940149271664472e+16,0.0,857006989031454.0,42236537017084.93,201406729518.01328,1263631594061020.8,6148261.438507158,1010905281397121.0,0.9995311964709456,O3_dominant,0.0,equilibrium,201406729518.01328,2588029854332.8945,True,2.1480647790963023e-05,0.0,1.4226316017922135e-06,7.011265144836097e-08,3.34335170999902e-10,2.0976284461412945e-06,1.0206113987921882e-14,1.6781027671192208e-06
243.0,1.2933069315604312e+16,0.0,870230680427642.4,40942041458070.04,207670128198.2404,1265246403025688.5,6339461.666383321,1012197128760056.0,0.9995237145248907,O3_dominant,0.0,equilibrium,207670128198.2404,2586613863120.8623,True,2.1468895063903157e-05,0.0,1.4445829295098862e-06,6.796378882039626e-08,3.4473241280907904e-10,2.100309029022643e-06,1.0523506366196313e-14,1.680247233741693e-06
244.0,1.2925609522019016e+16,0.0,872567551532429.2,39108265837672.72,208786958321.49905,1264400545262003.0,6373554.685999036,1011520442583200.8,0.9995252125071508,O3_dominant,0.0,equilibrium,208786958321.49905,2585121904403.803,True,2.1456511806551566e-05,0.0,1.4484621355438326e-06,6.491972129053672e-08,3.4658635081368843e-10,2.098904905134925e-06,1.0580100778758399e-14,1.6791239346881132e-06
245.0,1.2916604495853188e+16,0.0,864196193565529.2,39482091623911.25,204799998052.77924,1260058200539029.5,6251846.369024266,1008046566683113.2,0.9995351769073658,O3_dominant,0.0,equilibrium,204799998052.77924,2583320899170.6377,True,2.144156346311629e-05,0.0,1.4345656813187784e-06,6.554027209569267e-08,3.399679967676135e-10,2.091696612894789e-06,1.037806497258028e-14,1.673357300693968e-06
246.0,1.2906292890282636e+16,0.0,854866340855479.2,38913762763842.72,200401831080.315,1256554198070007.8,6117585.311999857,1005243364573634.2,0.999532365128734,O3_dominant,0.0,equilibrium,200401831080.315,2581258578056.5273,True,2.1424446197869174e-05,0.0,1.4190781258200954e-06,6.459684618797891e-08,3.326670395933229e-10,2.0858799687962126e-06,1.0155191617919763e-14,1.6687039851922328e-06
247.0,1.2894997100000432e+16,0.0,854917154832941.9,39685747114575.49,200425655896.64175,1258563440198586.0,6118312.602492344,1006850758277224.2,0.9995332032607408,O3_dominant,0.0,equilibrium,200425655896.64175,2578999420000.0864,True,2.1405695186000717e-05,0.0,1.4191624770226834e-06,6.587834021019532e-08,3.327065887884253e-10,2.0892153107296525e-06,1.015639892013729e-14,1.6713722587401922e-06
248.0,1.2883782682476858e+16,0.0,861410924480593.2,41047669747290.72,203482001324.22736,1257166307407256.5,6211612.418144737,1005733052137460.8,0.9995245671739078,O3_dominant,0.0,equilibrium,203482001324.22736,2576756536495.3716,True,2.1387079252911583e-05,0.0,1.4299421346377847e-06,6.81391317805026e-08,3.377801221982174e-10,2.086896070296046e-06,1.0311276614120264e-14,1.6695168665481847e-06
249.0,1.2872405462916084e+16,0.0,863693695592130.5,40825730613235.76,204561900118.28558,1256195632649572.2,6244578.050072169,1004956512364279.0,0.9995278956704394,O3_dominant,0.0,equilibrium,204561900118.28558,2574481092583.217,True,2.13681930684407e-05,0.0,1.4337315346829366e-06,6.777071281797136e-08,3.3957275419635404e-10,2.0852847501982897e-06,1.03659995631198e-14,1.668227810524703e-06
250.0,1.2862688696904936e+16,0.0,884710742198912.5,42124941912858.59,214638611913.5566,1258737474255166.8,6552185.7387828585,1006989985956363.5,0.9995300057447069,O3_dominant,0.0,equilibrium,214638611913.5566,2572537739380.9873,True,2.1352063236862193e-05,0.0,1.4686198320501947e-06,6.992740357534526e-08,3.5630009577650397e-10,2.0895042072635765e-06,1.0876628326379545e-14,1.6716033766875633e-06
251.0,1.2851157193679508e+16,0.0,889469136724533.0,42293635601064.94,216953677753.56583,1257927920678673.0,6622856.813507106,1006342343165839.9,0.9995244461026136,O3_dominant,0.0,equilibrium,216953677753.56583,2570231438735.9014,True,2.1332920941507982e-05,0.0,1.4765187669627248e-06,7.020743509776779e-08,3.6014310507091925e-10,2.088160348326597e-06,1.0993942310421795e-14,1.670528289655294e-06
252.0,1.2840069297142976e+16,0.0,904378769293456.0,43588901416337.375,224287963206.9278,1257131966244305.2,6846747.567007855,1005705579842237.1,0.9995300039332076,O3_dominant,0.0,equilibrium,224287963206.9278,2568013859428.595,True,2.1314515033257338e-05,0.0,1.5012687570271368e-06,7.235757635112004e-08,3.723180189235001e-10,2.0868390639655464e-06,1.1365600961233038e-14,1.6694712625381135e-06
253.0,1.283058586471256e+16,0.0,917987342329336.2,45088617709809.91,231088660889.6164,1256246255998271.2,7054349.703329123,1004997011853012.6,0.9995297481358654,O3_dominant,0.0,equilibrium,231088660889.6164,2566117172942.512,True,2.1298772535422848e-05,0.0,1.523858988266698e-06,7.484710539828444e-08,3.836071770767632e-10,2.08536878495713e-06,1.1710220507526343e-14,1.668295039676001e-06
254.0,1.2821823006720144e+16,0.0,925113622267506.5,45428187603674.02,234690441492.92596,1259353842661627.8,7164299.797083615,1007483081293648.2,0.9995266912456467,O3_dominant,0.0,equilibrium,234690441492.92596,2564364601344.029,True,2.1284226191155437e-05,0.0,1.5356886129640607e-06,7.541079142209888e-08,3.8958613287825706e-10,2.090527378818302e-06,1.18927376631588e-14,1.672421914947456e-06
255.0,1.2811825684961514e+16,0.0,911301211815161.2,45533919920925.984,227734666615.64587,1256085463191680.5,6951963.682221608,1004868377505353.8,0.9995268341072544,O3_dominant,0.0,equilibrium,227734666615.64587,2562365136992.3027,True,2.1267630637036114e-05,0.0,1.5127600116131676e-06,7.558630706873714e-08,3.7803954658197213e-10,2.0851018688981897e-06,1.154025971248787e-14,1.6680815066588872e-06
256.0,1.2805852339508608e+16,0.0,924071123710689.2,46757584729152.89,234161800283.73453,1255338269368666.2,7148162.181577641,1004270622643141.4,0.9995226719711976,O3_dominant,0.0,equilibrium,234161800283.73453,2561170467901.7217,True,2.125771488358429e-05,0.0,1.533958065359744e-06,7.76175906503938e-08,3.887085884709993e-10,2.083861527151986e-06,1.1865949221418883e-14,1.6670892335876146e-06
257.0,1.2800778875973868e+16,0.0,921688423609203.6,46935535622623.914,232955793482.95905,1259702852947126.8,7111346.901743,1007762289469094.5,0.9995307589406348,O3_dominant,0.0,equilibrium,232955793482.95905,2560155775194.7734,True,2.124929293411662e-05,0.0,1.530002783191278e-06,7.79129891335557e-08,3.86706617181712e-10,2.0911067358922304e-06,1.180483585689338e-14,1.6728854005186968e-06
258.0,1.2798045246112604e+16,0.0,911009871628460.2,46596452694068.81,227589077750.4871,1263370609367586.0,6947519.350060146,1010696494441633.8,0.9995217420869382,O3_dominant,0.0,equilibrium,227589077750.4871,2559609049222.521,True,2.124475510854692e-05,0.0,1.512276386903244e-06,7.735011147215422e-08,3.7779786906580853e-10,2.0971952115501925e-06,1.1532882121099842e-14,1.6777561807731119e-06
259.0,1.2794867804990032e+16,0.0,898086429258894.5,45138631772732.91,221177791818.2114,1266432162505946.8,6751804.628099336,1013145736756607.0,0.9995217210397356,O3_dominant,0.0,equilibrium,221177791818.2114,2558973560998.0063,True,2.123948055628345e-05,0.0,1.4908234725697648e-06,7.493012874273663e-08,3.671551344182309e-10,2.1022773897598714e-06,1.1207995682644897e-14,1.6818219230159676e-06
260.0,1.27927162276324e+16,0.0,907493586994642.5,45727770217798.64,225835587303.5477,1269856470312143.2,6893991.259298194,1015885183143751.2,0.9995176510647042,O3_dominant,0.0,equilibrium,225835587303.5477,2558543245526.48,True,2.1235908937869783e-05,0.0,1.5064393544111065e-06,7.590809856154574e-08,3.748870749238892e-10,2.107961740718158e-06,1.1444025490435002e-14,1.686369404018627e-06
261.0,1.2787000871730904e+16,0.0,895545012814923.5,45097090397464.9,219927779496.23007,1269084298339870.8,6713646.009589972,1015267445385587.4,0.999524052369944,O3_dominant,0.0,equilibrium,219927779496.23007,2557400174346.1807,True,2.1226421447073298e-05,0.0,1.486604721272773e-06,7.486117005979173e-08,3.650801139637419e-10,2.1066799352441855e-06,1.1144652375919352e-14,1.685343959340075e-06
262.0,1.277961280433437e+16,0.0,893054172794384.4,45788345925016.516,218706080790.95703,1268483917506432.8,6676351.70935939,1014787140681542.6,0.9995260805658198,O3_dominant,0.0,equilibrium,218706080790.95703,2555922560866.874,True,2.1214157255195052e-05,0.0,1.482469926838678e-06,7.600865423552742e-08,3.6305209411298867e-10,2.105683303060678e-06,1.1082743837536586e-14,1.6845466535313608e-06
263.0,1.276984793015334e+16,0.0,889636051607301.0,45604968562974.59,217035111035.466,1269696120074755.0,6625342.694232721,1015756902685191.2,0.9995208841326412,O3_dominant,0.0,equilibrium,217035111035.466,2553969586030.668,True,2.1197947564054545e-05,0.0,1.4767958456681195e-06,7.570424781453782e-08,3.6027828431887356e-10,2.1076955593240933e-06,1.0998068872426316e-14,1.6861564584574173e-06
264.0,1.2759146728823626e+16,0.0,885073159999878.5,44490312561095.36,214814499427.8572,1275287564131169.5,6557554.985502058,1020230057862534.9,0.9995281155627624,O3_dominant,0.0,equilibrium,214814499427.8572,2551829345764.725,True,2.1180183569847217e-05,0.0,1.4692214455997982e-06,7.385391885141829e-08,3.5659206905024293e-10,2.116977356457741e-06,1.0885541275933415e-14,1.6935818960518079e-06
265.0,1.2748414178386424e+16,0.0,875529155003446.9,43540755012038.484,210206661697.23715,1274201046935286.8,6416893.394393029,1019360843965166.6,0.999528175854525,O3_dominant,0.0,equilibrium,210206661697.23715,2549682835677.2847,True,2.1162367536121463e-05,0.0,1.4533783973057217e-06,7.227765331998388e-08,3.4894305841741367e-10,2.115173737912576e-06,1.0652043034692428e-14,1.6921390009821765e-06
266.0,1.2739921371554848e+16,0.0,879982405446689.0,43325194253626.09,212350470567.53265,1275208111489525.5,6482336.577152166,1020166495674001.1,0.999527448338974,O3_dominant,0.0,equilibrium,212350470567.53265,2547984274310.9697,True,2.1148269476781047e-05,0.0,1.4607707930415036e-06,7.191982246101931e-08,3.525017811421042e-10,2.116845465072612e-06,1.0760678718072594e-14,1.6934763828188418e-06
267.0,1.2731898360372832e+16,0.0,873394190959183.8,42901069488272.7,209182740366.73557,1276809723583049.5,6385636.563762527,1021447785252119.9,0.9995242768639044,O3_dominant,0.0,equilibrium,209182740366.73557,2546379672074.5664,True,2.11349512782189e-05,0.0,1.4498343569922449e-06,7.121577535053269e-08,3.47243349008781e-10,2.119504141147862e-06,1.0600156695845794e-14,1.6956033235185188e-06
268.0,1.27253585147388e+16,0.0,868136852915930.5,42886167951734.625,206671996715.52997,1279072940963850.2,6308992.1119628,1023258359080115.8,0.9995288154105896,O3_dominant,0.0,equilibrium,206671996715.52997,2545071702947.76,True,2.1124095134466405e-05,0.0,1.4411071758404447e-06,7.119103879987947e-08,3.4307551454777973e-10,2.1232610819999912e-06,1.0472926905858247e-14,1.6986088760729922e-06
